Indicator,continent,code,country,year,sex,Suicide Rate
Age-standardized suicide rates (per 100 000 population),Africa,NAM,Namibia,2010,Female,6.4
Age-standardized suicide rates (per 100 000 population),Americas,SLV,El Salvador,2010,Both sexes,6.4
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,ARE,United Arab Emirates,2010,Both sexes,6.42
Age-standardized suicide rates (per 100 000 population),Africa,MLI,Mali,2010,Female,6.43
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2010,Female,6.44
Age-standardized suicide rates (per 100 000 population),Western Pacific,FJI,Fiji,2010,Female,6.44
Age-standardized suicide rates (per 100 000 population),Americas,COL,Colombia,2010,Male,6.45
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,MAR,Morocco,2010,Female,6.46
Age-standardized suicide rates (per 100 000 population),Africa,COM,Comoros,2010,Female,6.46
Age-standardized suicide rates (per 100 000 population),Europe,ISR,Israel,2010,Both sexes,6.56
Age-standardized suicide rates (per 100 000 population),Europe,NOR,Norway,2010,Female,6.62
Age-standardized suicide rates (per 100 000 population),Africa,NER,Niger,2010,Female,6.63
Age-standardized suicide rates (per 100 000 population),Europe,MLT,Malta,2010,Both sexes,6.63
Age-standardized suicide rates (per 100 000 population),Africa,SSD,South Sudan,2010,Both sexes,6.64
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2010,Both sexes,6.67
Age-standardized suicide rates (per 100 000 population),Africa,RWA,Rwanda,2010,Female,6.72
Age-standardized suicide rates (per 100 000 population),Americas,CRI,Costa Rica,2010,Both sexes,6.76
Age-standardized suicide rates (per 100 000 population),Africa,GMB,Gambia,2010,Female,6.77
Age-standardized suicide rates (per 100 000 population),Western Pacific,NZL,New Zealand,2010,Female,6.78
Age-standardized suicide rates (per 100 000 population),Western Pacific,LAO,Lao People's Democratic Republic,2010,Both sexes,6.8
Age-standardized suicide rates (per 100 000 population),Africa,BEN,Benin,2010,Female,6.81
Age-standardized suicide rates (per 100 000 population),Europe,SWE,Sweden,2010,Female,6.82
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,AFG,Afghanistan,2010,Male,6.85
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SDN,Sudan,2010,Male,6.92
Age-standardized suicide rates (per 100 000 population),Africa,LBR,Liberia,2010,Female,6.92
Age-standardized suicide rates (per 100 000 population),Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2010,Both sexes,6.95
Age-standardized suicide rates (per 100 000 population),Africa,MWI,Malawi,2010,Female,6.97
Age-standardized suicide rates (per 100 000 population),Europe,GEO,Georgia,2010,Both sexes,6.98
Age-standardized suicide rates (per 100 000 population),Americas,BOL,Bolivia (Plurinational State of),2010,Both sexes,7
Age-standardized suicide rates (per 100 000 population),Europe,TJK,Tajikistan,2010,Male,7
Age-standardized suicide rates (per 100 000 population),South-East Asia,BTN,Bhutan,2010,Male,7.01
Age-standardized suicide rates (per 100 000 population),South-East Asia,BGD,Bangladesh,2010,Male,7.09
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,BHR,Bahrain,2010,Both sexes,7.16
Age-standardized suicide rates (per 100 000 population),Europe,FRA,France,2010,Female,7.18
Age-standardized suicide rates (per 100 000 population),Africa,MRT,Mauritania,2010,Male,7.2
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,LBY,Libya,2010,Male,7.24
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SOM,Somalia,2010,Female,7.25
Age-standardized suicide rates (per 100 000 population),South-East Asia,THA,Thailand,2010,Both sexes,7.29
Age-standardized suicide rates (per 100 000 population),Western Pacific,VNM,Viet Nam,2010,Both sexes,7.3
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,DJI,Djibouti,2010,Female,7.31
Age-standardized suicide rates (per 100 000 population),Western Pacific,TON,Tonga,2010,Male,7.33
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,YEM,Yemen,2010,Both sexes,7.35
Age-standardized suicide rates (per 100 000 population),Africa,MUS,Mauritius,2010,Both sexes,7.37
Age-standardized suicide rates (per 100 000 population),Africa,SYC,Seychelles,2010,Both sexes,7.42
Age-standardized suicide rates (per 100 000 population),Europe,AZE,Azerbaijan,2010,Male,7.44
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,ARE,United Arab Emirates,2010,Male,7.45
Age-standardized suicide rates (per 100 000 population),South-East Asia,PRK,Democratic People's Republic of Korea,2010,Female,7.49
Age-standardized suicide rates (per 100 000 population),Europe,CYP,Cyprus,2010,Male,7.5
Age-standardized suicide rates (per 100 000 population),Africa,BFA,Burkina Faso,2010,Female,7.59
Age-standardized suicide rates (per 100 000 population),Americas,PAN,Panama,2010,Male,7.59
Age-standardized suicide rates (per 100 000 population),Africa,ETH,Ethiopia,2010,Female,7.6
Age-standardized suicide rates (per 100 000 population),Europe,ALB,Albania,2010,Both sexes,7.63
Age-standardized suicide rates (per 100 000 population),Americas,LCA,Saint Lucia,2010,Both sexes,7.63
Age-standardized suicide rates (per 100 000 population),Europe,HUN,Hungary,2010,Female,7.63
Age-standardized suicide rates (per 100 000 population),Africa,CIV,Côte d’Ivoire,2010,Female,7.68
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRQ,Iraq,2010,Male,7.7
Age-standardized suicide rates (per 100 000 population),Western Pacific,MNG,Mongolia,2010,Female,7.73
Age-standardized suicide rates (per 100 000 population),Europe,ITA,Italy,2010,Male,7.78
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,IRN,Iran (Islamic Republic of),2010,Male,7.79
Age-standardized suicide rates (per 100 000 population),Western Pacific,CHN,China,2010,Female,7.81
Age-standardized suicide rates (per 100 000 population),Western Pacific,WSM,Samoa,2010,Female,7.83
Age-standardized suicide rates (per 100 000 population),Europe,FIN,Finland,2010,Female,7.83
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,QAT,Qatar,2010,Male,7.86
Age-standardized suicide rates (per 100 000 population),Americas,BRA,Brazil,2010,Male,7.86
Age-standardized suicide rates (per 100 000 population),Africa,GNB,Guinea-Bissau,2010,Female,7.88
Age-standardized suicide rates (per 100 000 population),Western Pacific,MYS,Malaysia,2010,Male,7.94
Age-standardized suicide rates (per 100 000 population),Americas,MEX,Mexico,2010,Male,7.96
Age-standardized suicide rates (per 100 000 population),Africa,SWZ,Eswatini,2010,Both sexes,70.49
Age-standardized suicide rates (per 100 000 population),Africa,TCD,Chad,2010,Female,8.02
Age-standardized suicide rates (per 100 000 population),Europe,NLD,Netherlands,2010,Both sexes,8.06
Age-standardized suicide rates (per 100 000 population),Europe,ESP,Spain,2010,Male,8.08
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SAU,Saudi Arabia,2010,Male,8.12
Age-standardized suicide rates (per 100 000 population),Europe,MNE,Montenegro,2010,Female,8.18
Age-standardized suicide rates (per 100 000 population),Americas,BLZ,Belize,2010,Both sexes,8.18
Age-standardized suicide rates (per 100 000 population),Africa,GIN,Guinea,2010,Female,8.22
Age-standardized suicide rates (per 100 000 population),Western Pacific,SGP,Singapore,2010,Both sexes,8.23
Age-standardized suicide rates (per 100 000 population),Europe,BIH,Bosnia and Herzegovina,2010,Both sexes,8.3
Age-standardized suicide rates (per 100 000 population),Europe,UZB,Uzbekistan,2010,Both sexes,8.3
Age-standardized suicide rates (per 100 000 population),Europe,BLR,Belarus,2010,Female,8.33
Age-standardized suicide rates (per 100 000 population),Americas,ARG,Argentina,2010,Both sexes,8.43
Age-standardized suicide rates (per 100 000 population),Africa,SLE,Sierra Leone,2010,Female,8.44
Age-standardized suicide rates (per 100 000 population),Europe,BGR,Bulgaria,2010,Both sexes,8.45
Age-standardized suicide rates (per 100 000 population),Africa,TGO,Togo,2010,Female,8.46
Age-standardized suicide rates (per 100 000 population),Europe,MKD,The former Yugoslav Republic of Macedonia,2010,Male,8.57
Age-standardized suicide rates (per 100 000 population),Europe,TKM,Turkmenistan,2010,Both sexes,8.65
Age-standardized suicide rates (per 100 000 population),Americas,GTM,Guatemala,2010,Both sexes,8.66
Age-standardized suicide rates (per 100 000 population),Africa,LBR,Liberia,2010,Both sexes,8.68
Age-standardized suicide rates (per 100 000 population),Africa,MLI,Mali,2010,Both sexes,8.69
Age-standardized suicide rates (per 100 000 population),Africa,BDI,Burundi,2010,Female,8.73
Age-standardized suicide rates (per 100 000 population),Africa,NGA,Nigeria,2010,Both sexes,8.79
Age-standardized suicide rates (per 100 000 population),Europe,PRT,Portugal,2010,Both sexes,8.83
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,OMN,Oman,2010,Male,8.85
Age-standardized suicide rates (per 100 000 population),Americas,NIC,Nicaragua,2010,Male,8.86
Age-standardized suicide rates (per 100 000 population),Europe,DNK,Denmark,2010,Both sexes,8.92
Age-standardized suicide rates (per 100 000 population),Africa,LSO,Lesotho,2010,Both sexes,86.89
Age-standardized suicide rates (per 100 000 population),Africa,COM,Comoros,2010,Both sexes,9.01
Age-standardized suicide rates (per 100 000 population),Americas,DOM,Dominican Republic,2010,Male,9.02
Age-standardized suicide rates (per 100 000 population),South-East Asia,PRK,Democratic People's Republic of Korea,2010,Both sexes,9.19
Age-standardized suicide rates (per 100 000 population),Africa,ZMB,Zambia,2010,Female,9.22
Age-standardized suicide rates (per 100 000 population),Europe,BEL,Belgium,2010,Female,9.24
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,YEM,Yemen,2010,Male,9.28
Age-standardized suicide rates (per 100 000 population),Africa,CMR,Cameroon,2010,Female,9.37
Age-standardized suicide rates (per 100 000 population),Western Pacific,LAO,Lao People's Democratic Republic,2010,Male,9.4
Age-standardized suicide rates (per 100 000 population),Americas,BOL,Bolivia (Plurinational State of),2010,Male,9.44
Age-standardized suicide rates (per 100 000 population),Europe,ALB,Albania,2010,Male,9.45
Age-standardized suicide rates (per 100 000 population),Western Pacific,VUT,Vanuatu,2010,Female,9.49
Age-standardized suicide rates (per 100 000 population),Europe,DEU,Germany,2010,Both sexes,9.5
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,MAR,Morocco,2010,Both sexes,9.53
Age-standardized suicide rates (per 100 000 population),Western Pacific,CHN,China,2010,Both sexes,9.59
Age-standardized suicide rates (per 100 000 population),Africa,ERI,Eritrea,2010,Female,9.62
Age-standardized suicide rates (per 100 000 population),Western Pacific,KHM,Cambodia,2010,Male,9.62
Age-standardized suicide rates (per 100 000 population),Europe,LUX,Luxembourg,2010,Both sexes,9.62
Age-standardized suicide rates (per 100 000 population),Europe,LTU,Lithuania,2010,Female,9.62
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,BHR,Bahrain,2010,Male,9.63
Age-standardized suicide rates (per 100 000 population),Africa,GNQ,Equatorial Guinea,2010,Female,9.65
Age-standardized suicide rates (per 100 000 population),Africa,TZA,United Republic of Tanzania,2010,Both sexes,9.81
Age-standardized suicide rates (per 100 000 population),Europe,ARM,Armenia,2010,Male,9.92
Age-standardized suicide rates (per 100 000 population),Americas,ATG,Antigua and Barbuda,2009,Both sexes,0
Age-standardized suicide rates (per 100 000 population),Americas,ATG,Antigua and Barbuda,2009,Female,0
Age-standardized suicide rates (per 100 000 population),Americas,ATG,Antigua and Barbuda,2009,Male,0
Age-standardized suicide rates (per 100 000 population),Americas,GRD,Grenada,2009,Female,0
Age-standardized suicide rates (per 100 000 population),Americas,BRB,Barbados,2009,Female,0.23
Age-standardized suicide rates (per 100 000 population),Americas,GRD,Grenada,2009,Both sexes,0.52
Age-standardized suicide rates (per 100 000 population),Americas,VCT,Saint Vincent and the Grenadines,2009,Female,0.61
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,SYR,Syrian Arab Republic,2009,Female,0.68
Age-standardized suicide rates (per 100 000 population),Europe,GRC,Greece,2009,Female,0.83
Age-standardized suicide rates (per 100 000 population),Americas,JAM,Jamaica,2009,Female,0.87
Age-standardized suicide rates (per 100 000 population),Americas,HND,Honduras,2009,Female,1.03
Age-standardized suicide rates (per 100 000 population),South-East Asia,MDV,Maldives,2009,Female,1.05
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,JOR,Jordan,2009,Female,1.08
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,KWT,Kuwait,2009,Female,1.08
Age-standardized suicide rates (per 100 000 population),Americas,VEN,Venezuela (Bolivarian Republic of),2009,Female,1.08
Age-standardized suicide rates (per 100 000 population),Western Pacific,BRN,Brunei Darussalam,2009,Female,1.13
Age-standardized suicide rates (per 100 000 population),Americas,BRB,Barbados,2009,Both sexes,1.13
Age-standardized suicide rates (per 100 000 population),Europe,CYP,Cyprus,2009,Female,1.2
Age-standardized suicide rates (per 100 000 population),Americas,BHS,Bahamas,2009,Female,1.24
Age-standardized suicide rates (per 100 000 population),Europe,MLT,Malta,2009,Female,1.25
Age-standardized suicide rates (per 100 000 population),Africa,STP,Sao Tome and Principe,2009,Female,1.32
Age-standardized suicide rates (per 100 000 population),Europe,TUR,Türkiye,2009,Female,1.33
Age-standardized suicide rates (per 100 000 population),Americas,GRD,Grenada,2009,Male,1.37
Age-standardized suicide rates (per 100 000 population),Europe,ARM,Armenia,2009,Female,1.41
Age-standardized suicide rates (per 100 000 population),Americas,PAN,Panama,2009,Female,1.49
Age-standardized suicide rates (per 100 000 population),Africa,SYC,Seychelles,2009,Female,1.5
Age-standardized suicide rates (per 100 000 population),Western Pacific,PHL,Philippines,2009,Female,1.52
Age-standardized suicide rates (per 100 000 population),Eastern Mediterranean,OMN,Oman,2009,Female,1.53
Age-standardized suicide rates (per 100 000 population),Americas,LCA,Saint Lucia,2009,Female,1.53
Age-standardized suicide rates (per 100 000 population),South-East Asia,IDN,Indonesia,2009,Female,1.53
Age-standardized suicide rates (per 100 000 population),Western Pacific,BRN,Brunei Darussalam,2009,Both sexes,1.58
Age-standardized suicide rates (per 100 000 population),Western Pacific,PNG,Papua New Guinea,2009,Female,1.66
Age-standardized suicide rates (per 100 000 population),Americas,CRI,Costa Rica,2009,Female,1.72
Age-standardized suicide rates (per 100 000 population),Americas,COL,Colombia,2009,Female,1.73
Age-standardized suicide rates (per 100 000 population),South-East Asia,MMR,Myanmar,2009,Female,1.79
